userid,username,booktag
10422,小溪,"['管理', '组织结构', '矩阵', '组织管理', '组织', '组织设计', '企业管理', '组织架构','吴晓波', '历史', '商业', '企业史', '经济', '中国', '跌荡一百年', '经济金融史','经济', '吴晓波', '历史', '商业', '中国', '激荡三十年', '企业', '国情','管理', '领导力', '企业管理', '管理学', '管理，文化，领导力', '李笑来推荐', '人力资源', '管理经典','吴晓波', '商业史', '历史', '经济', '商业', '中国历史', '中国', '经济学','历史', '丝绸之路', '世界史', '全球史', '社会/历史', '文化', '全球化', '好书，值得一读','加措活佛', '佛学', '心灵', '一切都是最好的安排', '生活态度', '哲理', '随笔', '佛法','吴晓波', '历史', '经济', '企业史', '商业', '中国', '经济学', '中国商业','互联网', '互联网+', '马化腾', '商业', '新经济', '经济学', '战略', '社会学']"
10423,樱木瞳,"['数据分析', '电子商务', '互联网', '电商', '管理', '商业', '零售', '工具书','网络营销', '营销', '互联网', '商业', '理论', '经营管理', '已购', '管理','商业', '管理', '创新', '创业', '思维', '互联网', '创新者的窘境', '战略','创新', '交叉思维', '思维', '美第奇效应：创新灵感与交叉思维', '商业', '创意', '管理', '美第奇效应','网站分析', '数据分析', 'web-analytics', '互联网', 'analytics', 'web', '营销', '网络','学习力', '管理', '培训', '人力资源', '创新', '组织学习', '组织培训', '杨国安']"
10424,Kdult 11,"['心理学', '西尔格德心理学', '心理', '西尔格德', '后浪', '入门', '教材', '大学堂','英语', '英语语法', '英语学习', '语法', 'English', '工具书', 'Grammar', '教材']"
10425,沚城,"['饮食', '食物', '我設計', '慾', '印度','城市', '城市规划', '文化遗产', '姚远', '古都', '文化', '历史', '*北京大学出版社*','心理学', '治愈', '好书，值得一读', '我想读这本书', '温暖', '成功励志心灵', '关怀', '爱','京剧', '小说', '民国', '的灰', '民国言情', '北平', '文学', '好书，值得一读','自然文学', '随笔', '自然', '安妮·迪拉德', '普利策奖', '美国', '外国文学', '生命','绘本', '自然', '英国', '植物', '博物', '乡野', '画集', '外国文学']"
10426,离乱,"['三毛', '散文', '随笔', '雨季不再来', '台湾', '回忆', '中国文学', '散文随笔杂文','哈扎尔辞典', '小说', '塞尔维亚', '外国文学', '米洛拉德·帕维奇', '辞典小说', '文学', '塞尔维亚文学','傲慢与偏见', '奥斯丁', '外国文学', '爱情', '经典', '小说', '英国', '外国名著','溥仪', '传记', '历史', '回忆录', '我的前半生', '清史', '人物传记', '中国','诗经', '诗歌', '古典文学', '余冠英', '中国', '国学', '中国文学', '文学','詹姆斯·乔伊斯', '爱尔兰', '小说', '短篇小说', '乔伊斯', '爱尔兰文学', '外国文学', '文学']"
10429,Serena,"['随笔', '文化', '三联', '贾葭', '城市生活', '纪实中国', '哲学', '大白推荐','社会学', '社会', '台版', '階級', '社会流动', '社会科学', '港台版', '政治学','饮食', '瘦身', '营养理念', '减肥', '无意识减肥', '心理暗示减肥', '行为经济学', '轻断食','科普', '平行宇宙', '物理', '宇宙', '物理学', '理论物理', '迈克斯·泰格马克', '科学','小说', '莫迪亚诺', '法国文学', '帕特里克·莫迪亚诺', '法国', '外国文学', '文学', '企鹅经典','刘瑜', '随笔', '社会', '政治', '杂文', '政治哲学', '中国', '政治学']"
10430,陈墨,"['马伯庸', '小说', '悬疑', '古董', '推理', '中国', '祥瑞御免', '历史','山本耀司', '设计', '日本', '传记', '时尚', '艺术', '时尚文化', '文化','马伯庸', '小说', '悬疑', '古董', '中国', '推理', '历史', '祥瑞御免']"
10431,小垃圾,"['堕落天使3', '外国文学', '奇幻', '爱情', '小说', '天使', '烈爱', '全球首部超自然罗曼史大系','逻辑学', '哲学', '逻辑', '思维', '逻辑入门', '逻辑学导论', '经典', '美国','鬼马星', '推理', '悬疑', '推理小说', '小说', '迷宫蛛系列', '陆岳系列', '马雨默','堕落天使2', '奇幻', '外国文学', '美国', '小说', '爱情', '言情', '魔幻','外国文学', '魔幻', '爱情', '小说', '天使', '轮回', '美国', '青春','鬼马星', '推理', '悬疑', '推理小说', '小说', '陆岳系列', '马雨默', '中国','九州', '今何在', '好书，值得一读', '奇幻', '小说', '古风', '想读，一定很精彩！', '大气','李欣频', '创意', '思维模式', '10堂量子创意课', '思维', '广告', '文案', '台湾']"
10432,荒唐,"['女性', '小说', '都市', '毛利', '长篇', '生活', '成长', '当代文学','蒋勋', '孤独六讲', '美学', '孤独', '人性的本质！', '文学', '散文', '心灵','穆斯林的葬礼', '小说', '霍达', '中国文学', '宗教', '爱情', '穆斯林', '经典','法国', '小说', '要短句，亲爱的', '彼埃蕾特·弗勒蒂奥', '母女关系', '法国文学', '女性', '外国文学','郭敬明', '悲伤逆流成河', '小说', '青春', '成长', '小四', '青春文艺', '80后','菜谱', '美食', '饮食', '文化史', '食谱', '想读书', '食物', '吃','龙应台', '散文', '亲情', '随笔', '目送', '台湾', '生活', '静心','美食', '食谱', '菜谱', '生活', '？', '饮食文化', '已购','美食', '丘彦明', '随笔', '烹饪', '台湾', '荷兰', '文化', '我想读这本书','东野圭吾', '推理', '日本', '東野圭吾', '小说', '悬疑', '日本文学', '推理小说']"
10433,桃山,"['马敏', '历史', '商业', '中国近代史', '近代史', '经济史', '近代中国', '民国史','谷崎润一郎', '日本文学', '日本', '小说', '痴人之爱', '虐恋', '谷崎潤一郎', '文学','川端康成', '日本文学', '日本', '小说', '美丽与哀愁', '美丽与悲哀', '文学', '畸恋','虐心', '匪我思存', '小说', '言情', '好书，值得一读', '唯美', '古言', '终于等到了，迫不及待想好好阅读~','亦舒', '小说', '玫瑰的故事', '爱情', '香港', '言情', '师太', '中国文学','康德', '哲学', '传记', '德国古典哲学', '德国', '曼弗雷德·盖尔', '哲學', '2012','谷崎润一郎', '日本文学', '日本', '小说', '猫', '文学', '谷崎潤一郎', '外国文学','日本', '梦枕獏', '奇幻', '小说', '沙门空海', '日本文学', '梦枕貘', '神怪','心理学', '性与性格', '哲学', '魏宁格', '心理', '性', '人类社会', '思想']"
10434,柠檬小姐,"['冯唐', '随笔', '杂文', '中国', '馮唐', '文学', '中国文学', '文化','创业', '商业', '管理', '互联网', '经管', '思维', '本·霍洛维茨', '美国','摄影', '美国纽约摄影学院', '教材', '美国纽约摄影学院摄影教材', '美国', '经典', '实用技术', '摄影\u3000教程\u3000权威','旅行', '我们始终牵手旅行', '爱情', '摄影', '在路上', '亲爱的，这不只是一场旅行', '游记', '行走在路上','蒋勋', '美学', '生活美学', '生活', '艺术', '台湾', '随笔', '天地有大美','李筱懿', '女性', '独立女性', '情感', '治愈系', '成长', '好书，值得一读', '休闲读物','摄影', '美国纽约摄影学院摄影教材', '教程', '艺术', '摄影理论', '美国', '纽约摄影学院', '纽摄','管理', '互联网', '人力资源', '人才', '职场', '商业', '思维', '创业','职场', '杜拉拉升职记', '小说', '外企', '成长', '职业规划', 'HR', '杜拉拉','章诒和', '小说', '女同', '中国文学', '中国', '犯罪小说', '文学', '女性']"
10436,陈迹,"['夏目漱石', '日本文学', '日本', '小说', '文学', '后来的事', '外国文学', '上海译文','王沪宁', '政治学', '比较政治', '政治', '比较政治分析', '政治学入门', '中国', '政治学基础','心灵成长', '心理学', '成长', '治愈性励志成长', '温暖的书', '美国', '美国文学', '散文','经济学', '思维方法', '经济', '浅显的经济学', '思维', '入门', '经济学的教材', '商业','哲学', '福柯', '社会学', '米歇尔·福柯', '法国', '西方哲学', '社会学/人类学', '拜德雅','金瓶梅', '侯文咏', '台湾', '文学研究', '文学', '文化', '随笔', '研究','日本', '社会学', '女性研究', '女性', '女权主义', '上野千鹤子', '日本文化', '文化','美国', '文学理论', '文学', '文学批评', '文学种种', 'E']"
10437,T2y,"['青山七惠', '日本文学', '淡淡·温度', '小说', '好书，值得一读', '日本', '给自己和最爱的人一个精彩人生', '外国文学','摄影', '杉本博司', '日本', 'Photography', '攝影集', '建筑', 'Art', '必读']"
10438,寶特瓶,"['斯坦贝克', '美国', '小说', '愤怒的葡萄', '外国文学', '美国文学', '文学', '共产主义','咲坂伊緒', '漫画', '少女漫画', '日本', '日本漫画', '少女漫', '少女向', '集英社','民国', '穿越', '言情', '小说', '赵熙之', '爱情', '晋江', '性冷淡','日本', '电影', '电影史', '日本电影', '四方田犬彦', '日本文学', '影视艺术', '美国','英国', '小说', '外国文学', '彼得·阿克罗伊德', '英国文学', '歌特', '茫茫黑夜漫游', '精装译林','日本文学', '太宰治', '日本', '文学', '外国文学', '侯绪梅', '已入手', '网友推荐']"
10439,管海玲子,"['销售', '心理学', '阅读']"
10440,磨人的小妖精,"['王尔德', '传记', '英国', '外国文学', '英国文学', '书信', '日记', 'Wilde','王尔德', '传记', '自传', '英国', '英国文学', '外国文学', 'Oscar_Wilde', 'OscarWilde','王尔德', '外国文学', '英国', '王尔德全集', '英国文学', '文学', '童话', 'OscarWilde']"
10441,病态荒原狼,"['骆以军', '小说', '台湾', '西夏旅馆', '台湾文学', '中国文学', '文学', '广西师大出版社','英国', '政治', '小说', '讽刺', '英国文学', '是，首相', '外国文学', '文学','丹·布朗', '悬疑', '小说', '宗教', '推理', '美国', '失落的秘符', '外国文学','赫尔曼·黑塞', '小说', '德国', '黑塞', '外国文学', '德国文学', '文学', '诺贝尔文学奖','黑色幽默', '小说', '美国文学', '约瑟夫·赫勒', '美国', '第二十二条军规', '外国文学', '约瑟夫·海勒','金庸', '武侠', '小说', '武侠小说', '经典', '金庸全集', '三联', '中国文学','经济学', '经济', '国富论', '经济学经典', '西方经济学', '经典', '古典政治经济学', '亚当斯密']"
10442,Zosterops,"['十四郎', '言情', '仙侠', '三千鸦杀', '小说', '古代', '奇幻', '晋江','设计', '字体', 'typography', '排版', 'design', '非小说', '设计师书', '平面设计','学习', '方法论', '心理学', '教育', 'Learning', '学习方法', '记忆', '思维','言情', '影照', '小说', '古代', '搞笑', '穿越', '古言', '网络小说','Priest', '武侠', '武侠小说', '小说', '成长', '言情', '晋江', '言情小说','设计', 'design', '排版', 'grid', '平面设计', 'Typography', '艺术与设计', '工具书','Typography', '设计', '字体设计', '排版', '字体', 'Design', '平面设计', '英语原版','设计', 'Grid', '版式', 'design', 'Typography', '版式设计', '平面设计', 'Design']"
10443,马猴烧酒,"['梨木香步', '日本文学', '日本', '奇幻', '自然', '小说', '日本奇幻', '生活','情感', '生活', '水木丁', '杂文', '情绪', '理想国', '两性', '爱情','表演', '艺术', '电影', '演技', '我想读这本书', '后浪', '美国', '很喜欢！希望有机会拜读！','克里希那穆提', '哲学', '灵修', '心灵', '胡因梦', '点亮自性之光', '印度', '心理学','科幻', '海伯利安', '丹·西蒙斯', '科幻小说', '太空歌剧', '小说', '美国', '经典']"
10444,树懒,"['历史', '纪实', '历史秘辛', '汉斯·马格努斯·恩岑斯贝格尔', '外国文学', '我想读这本书', '文学', '好书，值得一读','朝鲜战争', '历史', '战争', '近代史', '美国', '国际关系', '大卫·哈伯斯塔姆', '理想国','周耀輝', '创意', '香港', '周耀辉', '生活', '随笔', '香港文学', '散文','王柯', '民族', '近代史', '历史', '民族认同', '政治认同', '中国政治', '港台版','雷蒙德·钱德勒', '推理', '美国', '午夜文库', '冷硬派', '侦探小说', '小说', '侦探推理']"
10445,琬琰,"['创业', '互联网', '王兴', '商业', '传记', '管理', '成长', '企业管理','计算机', '互联网', '黑客', '创业', '编程', '阮一峰', '软件开发', '美国','传记', '爱因斯坦', '人物传记', '物理', '2011', '科普', '科学', 'Einstein', 'Albert','传记', '星巴克', '管理', '商业', '创业', '霍华德·舒尔茨', '人物传记', '经管','阿兰·德波顿', '阿兰.德波顿', '性', '心理学', '随笔', '性学', '散文', '文学']"
10446,五星村小黄,"['MySQL', '数据库', '高性能MySQL', '计算机', '编程', 'mysql', '计算机科学', '软件开发','幼儿英语', '儿童', '英语', '#english#', '学英语', '绘本', '+Hughes+Plath', '***Faber&Faber***','育儿', '育儿百科', '教育', '日本', '工具书', '亲子', '生活', '同步成长','育儿', '教育', '工具书', '育儿百科', '生活', '健康', '日本', '儿童','旅行', '童书', '地理', '给小P孩', '育儿', '好玩的书', '地理学', '自然科学','育儿', '儿童教育', '教育', '心理学', '家庭教育', '亲子关系', '成长', '家庭','艺术史', '艺术', '英文版', '教材', 'Art&Museum', 'Art', '美国', 'textbook','张家四姐妹', '张允和', '回忆录', '往事', '文化', '历史', '文史混杂', '中国文学']"
10447,鱼蛋,"['李爽', '回忆录', '看别人，看自己', '自我成长', '文学', '成长', '中国', '社会','东野圭吾', '悬疑推理', '日系推理', '推理', '日本文学', '日本', '小说', '模糊式爱情','韩寒', '韩寒:就这么漂来漂去', '随笔', '赛车', '成长', '青春', '杂文', '文学','时尚', '女性', '生活', '高品位', '文艺', '阿丫', '成长', '文艺感十足','日本', '手艺', '艺术', '工艺', '生活', '文化', '日本文学', '赤木明登','林徽因', '爱情', '文学', '我们始终牵手旅行', '想读', '人物', '成长', '历史','堺雅人', '随笔', '日本', '日本文学', '随笔散文', '散文', '生活', '2014','红楼梦', '古典文学', '曹雪芹', '小说', '经典', '中国文学', '名著', '中国']"
10448,Summer,"['陶立夏', '随笔', '旅行', '我想读这本书', '生活', '文学', '散文', '想读，一定很精彩！','亲密关系', '心理学', '婚姻', '爱情', '生活', '恋爱', '心理', '女性情感','金庸', '武侠', '小说', '飞狐外传', '武侠小说', '中国', '经典', '香港','英文', 'Robbins', '看不懂', '爱情', '爆炸', '各种深邃思想', 'new', 'TomRobbins','文学', '文学研究', '小说鉴赏', '小说', '阅读方法', '托马斯·福斯特', '小说的艺术', '导读','经济学', '商业', '伦理学', '道德哲学', '哲学', '生活', '道德', '美国','莎士比亚书店', '书店', '回忆录', '杰里米·莫塞尔', '英语文学', '生活', '巴黎', '书','大卫·班尼奥夫', '小说', '外国文学', '美国', '美国文学', '贼城', '有印良品', '2010','梦想', '旅行', '感动', '旅游', '改变命运', '骑士', '自信', '台湾','武侠', '还珠楼主', '蜀山剑侠传', '小说', '玄幻', '奇幻', '蜀山', '奇幻武侠','情商', '好书，值得一读', '很期待', '我想读这本书', '社会学', '灵魂有香气的女子', '真心想读', '散文随笔']"
10449,薛定谔的猫,"['贾平凹', '小说', '废都', '中国文学', '当代文学', '中国', '社会', '文学','文学', '四大名著批评本', '西游记', '岳麓书社', '文化', '小说', '中国', '2016年阅读','语言学', '吕叔湘', '现代汉语', '汉语语法', '语法', '汉语', '语言', '经典','诗歌', '马骅', '诗', '中国', '中国文学', '中国现当代文学', '现当代诗歌', '白话诗','里尔克', '书信集', '德语', '德国文学', '诗歌', '外国文学', '德国', '文学']"
10450,一粒无花果,"['鲤', '张悦然', '青春', '杂志', '文学', '周嘉宁', '中国', 'littérature','美食', '小清新', '菜谱', '摄影', '心情文字', '菜谱过程详细，散文文笔细腻', '菜谱过程详细', '散文随笔','生活', '美学生活', '家具', '梵几', '好书，值得一读', '设计', '想读，一定很精彩！', '《中国国家地理》图书系列']"
10453,凤梨罐头不过期,"['麦田守望者', '青春', '外国文学', '垮掉的一代', '颓废', '小说', '美国小说', '美国','香格里拉', '乌托邦', '詹姆斯·希尔顿', '小说', '英国文学', '外国文学', '宗教', '英国']"
10454,石某人,"['轻音乐', '杂物推理', '日本語', '佛的知见', '二次元', 'J-POP', 'ACG','插画', '励志', '艺术', '设计', '成长', '绘本', '美国', '艺术-绘本+漫画','教育心理学', '心理学', '教育', '心理', '教育学>教育心理学', '教育理论', '学习与教育', 'Psychology']"
10455,曉yuyuyuu,"['福楼拜', '外国文学', '包法利夫人', '法国', '小说', '法国文学', '名著', '经典','加西亚·马尔克斯', '拉美文学', '小说', '短篇小说', '外国文学', '马尔克斯', '哥伦比亚', '文学','曹禺', '戏剧', '中国文学', '话剧', '日出', '中国', '剧本', '现代文学','川端康成', '日本文学', '伊豆的舞女', '日本', '小说', '爱情', '外国文学', '经典','加西亚·马尔克斯', '小说', '拉美文学', '外国文学', '马尔克斯', '哥伦比亚', '文学', '拉美']"
10456,烟雨绯红,"['沧月', '武侠', '血薇', '小说', '听雪楼', '奇幻', '玄幻', '中国','悬疑', '侦探悬疑', '推理', '璇儿', '第十二夜', '小说', '侦探推理', '鲜欢文化','神话', '文化', '外国文学', '历史', '神话学', '西方', '文学', '文化研究','科学史', '科学哲学', '彼得·伽里森', '历史', '科普', '科学哲学与科学史', '科学', '2016','神话', '北欧神话', '北欧', '文化', '沈雁冰', '历史', '神话学', '北欧神话ABC','张小娴', '荷包里的单人床', '小说', '爱情', '香港', '言情', '爱情小说', '现代小说','古言', '蓝色狮', '言情', '古代', '小说', '推理', '悬疑', '明朝']"
10457,Crystal,"['宅斗', '重生', '小说', '秦简', '抄袭', '言情', '网络小说', '古风','知日', '日本', '日本料理', '美食', '日本文化', '文化', '饮食', '杂志','周黎明', '电影', '影评', '中国', '电影笔记', '电影书', '随笔', '评论集','知日', '手账', '日本', '日本文化', '杂志', '手帐', '手帳', '文化','绘本', '旅行', '日本', '东京', '弗洛朗•夏福埃', '法国', '漫画', '文化','穿越', '凤囚凰', '言情', '小说', '天衣有风', '古代', '网络小说', '楚玉','丁墨', '言情', '商战', '爱情', '现代都市', '小说', '期待已久', '青春','重生', '宅斗', '古代', '小说', '女强', '言情', '秦简', '心斗']"
10458,米店,"['木子美', '@不加V', '随笔', '不加V', '女性', '约炮的哲学支持', '老湿的新作哦', '两性','渡边淳一', '日本', '心理', '男人这东西', '男性', '心理学', '日本文学', '男性成长']"
10459,老当毅壮学英语,"['外国文学', '小说', '治愈', '人生感悟源于生活经历', '性侵', '安静的美好的', '故事', '人性','斜杠青年', '自由职业', '自我提升', '自我成长', '知识变现', '思维方法', '萧秋水', '秋水老师','乙一', '小说', '青春', '音乐', 'now','思维', '好书，值得一读', '高效', '职场', '思维方式', '时间管理', '我想读这本书', '效能管理','nan']"
10460,王饿德,"['阿利斯泰尔·麦克劳德', '加拿大文学', '小说', '加拿大', '外国文学', '文学', '外国小说', '2016','加缪', '法国文学', '法国', '散文随笔', '小说', '外国文学', '哲学', '欧美文学','雷蒙德-卡佛', '小说', '美国文学', '外国文学', '雷蒙德·卡佛', '美国', '短经典', '卡佛']"
10461,橘络,"['杉浦日向子', '日本', '浮世绘', '漫画', '怪谈', '绘本', '日本文学', '2012','法国文学', '文学', '小说', '纳粹的故事', '法国', '新译本', '历史', '二战']"
10462,有鹿yolo,"['安·兰德', '戏剧', '美国文学', '美国', '小说', '文学', '哲学', '外国文学','日本', '苏枕书', '散文随笔', '京都风物', '随笔', '京都', '散文', '旅行','海明威', '美国文学', '短篇小说', '小说', '美国', '外国文学', '文学', '经典','随笔', '散文随笔', '散文', '2017', '非虚构', '故园', '幸得诸君慰平生', '一看','奈保尔', '小说', '外国文学', '诺贝尔文学奖', '英国文学', '英国', 'V.S.奈保尔', '文学','乔纳森·弗兰岑', '小说', '外国文学', '美国', '美国文学', '文学', '弗兰岑', '欧美文学','交互设计', '用户体验', '设计', '互联网', 'UI', '产品', '人机交互', 'UE','阿城', '随笔', '旅行', '威尼斯日记', '散文', '游记', '中国', '中国文学','清明上河图', '推理', '历史', '小说', '悬疑', '悬疑小说', '中国', '南宋','魔幻', '小说', '外国文学', '波兰文学', '文学', '外国小说', '波兰', '诺贝尔']"
10463,一只小咩咩,"['鲍勃·迪伦', '诗歌', '诺贝尔文学奖', '诗歌集', '鲍勃迪伦', '音乐', '诗', '文学','莎士比亚', '戏剧', '外国文学', '英国文学', '英国', '莎士比亚全集', '文学', 'William_Shakespeare','杜拉斯', '玛格丽特・杜拉斯', '写作', '法国', '随笔', '外国文学', '玛格丽特·杜拉斯', '文学','心理学', '脑神经', '科普', '心智', '奥利弗·萨克斯', '认知', '认知经典', '神经学','尤今', '沙漠中的小白屋', '游记', '散文', '异国风情', '随笔', '新加坡', '青春记忆']"
10465,Mguule少女,"['阅读', '学习方法', '读书', '自我提升', '工具书', '实用性', '自我成长', '思维方式','梵高', '艺术', '绘本', '漫画', '文森特·梵高', '插畫．繪本．圖文書', '后浪', '图像小说']"
10466,烦人精小羊羊,"['蓝淋', '耽美', '小说', 'BL', '耽美小说', '现代', '虐', 'BL小说','沧月', '武侠', '七夜雪', '小说', '爱情', '奇幻', '武侠玄幻', '沧月-《七夜雪》','电影', '剧本写作', '罗伯特·麦基', '编剧', '故事:材质、结构、风格和银幕剧作的原理', '电影理论', '写作', '剧本','心理学', '腐', '宅', '心理', '值得一看', '萌', '无欲望不心理', '基','穿越', '言情', '歌尽桃花', '靡宝', '小说', '爱情', '晋江', '搞笑','艺术', '绘画', '顾孟劼', '说绘画', '闲书', '装逼犯', '画册/绘本', '中国','旅行', '总有一天会出发，但不是说走就走的旅行！', '文化', '出发', '旅游', '行走', '修行', '自由','佛学', '宗教', '佛教', '哲学', '哲学/思想', '历史', '宗教学', '后浪','蓝淋', '耽美', 'BL', '小说', '耽美小说', '现代', '虐', 'BL小说']"
10468,石榴石榴,"['陈升', '風中的費洛蒙', '陳昇', '台湾', '散文', '文学', '短篇小說', '台湾讀物','陈升', '台湾', '随笔', '一朝醒来是歌星', '陳昇', '音乐', '昇哥', '散文']"
10469,bko,"['推理', '紫金陈', '小说', '中国', '悬疑', '国产推理', '推理小说', '中国推理','推理', '紫金陈', '小说', '国产推理', '悬疑', '中国', '悬疑-推理', '诚意之作','摄影', '摄影集', '刘涛', '街头', '中国', '生活', '艺术', 'lens']"
10470,一只兔兔兔兔子,"['刘以鬯', '香港文學', '小说', '文学', '香港', '香港文学', '短篇小说集', '后浪','朱天心', '台湾', '随笔', '台湾文学', '回忆录', '文学', '理想国', '理想国文学馆','台湾', '小说', '萧丽红', '台湾文学', '爱情', '文学', '那些刻骨铭心的爱情', '怀念','中国国家地理', '杂志', '摄影', '西藏文学', '西藏', '拉萨', '中国', '地理']"
10471,甜耶,"['散文', '黄裳', '随笔', '南京', '城市', '社会', '人生', '散文随笔','威廉·福克纳', '小说', '美国文学', '美国', '福克纳', '外国文学', '文学', '诺贝尔文学奖','设计', '色彩', '平面设计', '日本', '艺术', '日本设计', '配色', '用户体验','陈列', '服装陈列策划', '服装', '设计', '视觉营销', '服装陈列策划y与管理', '服装设计', 'vm','乔治·奥威尔', '英国', '纪实', '奥威尔', '*上海译文出版社*', '非虚构', '文学', '反极权']"
10472,渔王,"['哲学', '哲学入门', '威尔·杜兰特', '西方哲学', '哲学史', '思想', '杜兰特', '美国','艺术', '社会学', '艺术史', '艺术社会学', '文艺理论', '文化', 'art', 'sociology','普鲁斯特', '意识流', '法国文学', '追忆似水年华', '小说', '外国文学', '法国', '文学','余华', '小说', '在细雨中呼喊', '中国文学', '中国', '人生', '文学', '当代','艺术', '当代艺术', '艺术社会学', '社会学', '荷兰', '奥拉夫·维尔苏斯', '艺术有价', 'Art']"
10473,鱼卡,"['历史', '孔飞力', '海外中国研究', '社会学', '清朝', '中国历史', '社会史', '中国','魏晋南北朝', '历史', '川胜义雄', '日本汉学', '日本', '海外中国研究', '日本中国史研究译丛', '中国历史']"
10475,seize the day,"['历史', '日本', '日本史', '日本研究', '二战', '约翰·托兰', '美国', '社会']"
10478,我要变瘦子,"['PDE', 'Analysis', '数学', 'Nonlinear', 'Mathematics', 'Fourier', '分析', 'Springer']"
10479,二老F,"['传播学', '传播学史', '罗杰斯', '传播', '历史', '新闻传播', '美国', '传媒','民俗学', '民间信仰', '人类学', '社会学', '民俗', '宗教', '文化', '历史','契诃夫', '俄罗斯', '书信', '散文', '外国文学', '俄罗斯文学', '随笔', '文学','演讲', 'speech', 'English.Language', '演讲学', '英文原版', 'skill', '原版', '经典','经济学', '灰犀牛', '风险', '经济', '黑天鹅', '社会学', '未来', '经济管理','安倍夜郎', '日本', '漫画', '治愈系', '深夜食堂', '美食', '绘本', '日版漫画','心理学', '道德', '伦理学', '哲学', 'psychology', '英文原版', '美国', 'Psychology']"
10480,莉莉凯,"['村上春树', '游记', '日本', '旅行', '日本文学', '随笔', '雨天炎天', '土耳其','英文原版', '小说', '外国名著', '历史', 'Young在读', '气质内涵', '魔幻', '社会','心理学', '哲学', '婚姻', '庞思奋', '性', '性学', '爱', '爱之水','哲学', '人生', '傅雷', '随笔', '人生五大问题', '莫洛亚', '法国', '莫罗阿','传记', '英文', '数学家', 'Nash', '美国', '文学', '心灵', '智慧','科普', '英文原版', '浅显易懂', 'physiology', '英文', '肠道菌群失调', '健康', '个人管理','Python', '编程', '计算机', '编程语言', 'python', 'Programming', 'coding', '英文版']"
10481,雨晴,"['朱光潜', '随笔', '励志', '人生', '书信', '生活感悟', '美学', '散文','社会学', '芝加哥學派', '人类学', '街角社会', '田野调查', '美国', '怀特', '社会','小说', '钱佳楠', '我想读这本书', '中国文学', '国内小说', '中信出版社', '长篇小说', '中国','冯唐', '小说', '北京北京', '青春', '北京', '中国文学', '流氓姑娘看流文', '中国','社会学', '自杀', '吴飞', '人类学', '中国研究', '社会', '中国', '文化','巴黎评论', '外国文学', '谈话录', '文学', '访谈', '文学评论', '文学批评', '评论','社会学', '入门', '社会学的邀请', '乔恩·威特', '社会', '培文书系・大学之旅', '社会学和人类学', '社科','苏童', '小说', '妻妾成群', '中国文学', '中国当代文学', '女人', '中国', '当代文学']"
10482,Lelucermaire,"['哲学', '汪民安', '论文集', '生产', '阿甘本', '社会学', '思想史', '尼采','女性主义', '媒介文化', '传播学', '女性主义媒介研究', '女性', '传媒', '性别研究', '媒介','古典文学', '抱瓮老人', '小说', '中国', '古代文学', '古籍', '文学', '明清文学','艺术', '约翰·伯格', '英国', '散文', '美学', '文学', '约翰伯格', '随笔','哲学', '齐泽克', '巴迪欧', '西方哲学', '阿兰.巴迪欧', '精神分析', '阿兰·巴丢', '法国']"
10483,熙尔,"['三岛由纪夫', '传记', '日本', '日本文学', '美与暴烈', '人物传记', '三島由紀夫', '人物傳記','文学批评', '陈晓明', '文学', '当代文学', '我想读这本书', '好书，值得一读', '众妙之门', '真心想读','三岛由纪夫', '玛格丽特·尤瑟纳尔', '法国', '文学研究', '尤瑟纳尔', '传记', '日本', '法国文学','日本文学', '文学史', '叶渭渠', '日本', '文学理论', '日本文化', '历史', '文化研究','三岛由纪夫', '川端康成', '日本文学', '日本', '书信', '三島由紀夫', '文学', '外国文学','王向远', '文学史', '东方文学', '外国文学', '文学', '教材', '文学理论', '日本','三岛由纪夫', '日本文学', '日本', '小说', '陈德文', '文学', '金阁寺', '外国文学','三岛由纪夫', '日本文学', '文学评论', '日本', '文学理论', '文学', '三島由紀夫', '写作','三岛由纪夫', '日本', '唐纳德·金', '叶渭渠', '千叶宣一', '詩學', '理论研究', '小說']"
10484,tuple,"['美食', '法国', '绘本', '饮食', '食物恋', '眼睛的飨宴', '生活', '异域','袁筱一', '法国文学', '法国', '文学评论', '文学', '外国文学', '评论', '文字·传奇','袁筱一', '随笔', '翻译', '散文', '散文随笔', '文学', '外国文学', '海上文库','烘焙', '美食', '甜点', '日本', '生活', '手工', '饮食', 'DIY']"
10485,及时止损适时取,"['科普', '量子物理', '物理', '自然科学', '量子力学', '科技史', '物理学', '曹天元']"
10486,西西漾,"['溥仪', '传记', '历史', '回忆录', '我的前半生', '清史', '人物传记', '中国','鲁迅', '小说', '中国现代文学', '中国', '文学', '中国文学', '经典', '现代文学','陀思妥耶夫斯基', '俄国文学', '小说', '罪与罚', '外国文学', '抉择，人性', '世界名著', '经典','杰克·伦敦', '野性的呼唤', '外国文学', '小说', '美国', '美国文学', '经典', '名著','心理学', '家庭关系', '武志红', '心理', '心灵成长', '家庭', '治愈', '成长','王小波', '红拂夜奔', '小说', '中国文学', '幽默', '当代文学', '中国', '文学']"
